Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Frequently,256.0,Research & Development,11.0,4,Medical,1,132,4,Male,43,3,1,Sales Executive,3,Single,8042,6090,4.0,Y,No,18,4,1,80,0,7,2,4,3,1,3,1
43,No,Travel_Rarely,232.0,Research & Development,8.0,4,Technical Degree,1,133,3,Male,79,2,3,Sales Executive,4,Married,9782,16522,5.0,Y,No,16,3,3,80,1,8,1,3,5,5,5,5
35,No,Travel_Rarely,206.0,Research & Development,2.0,5,Life Sciences,1,134,3,Male,62,2,3,Research Scientist,3,Married,9665,3761,2.0,Y,No,17,3,1,80,1,10,2,2,1,1,1,1
24,No,Travel_Rarely,562.0,Research & Development,21.0,3,Life Sciences,1,135,4,Male,87,3,1,Laboratory Technician,1,Married,5903,13312,3.0,Y,No,11,3,3,80,1,6,1,3,6,1,5,2
28,No,Travel_Rarely,243.0,Research & Development,10.0,4,Life Sciences,1,136,3,Male,88,3,1,Research Director,1,Married,4693,4686,3.0,Y,No,19,3,4,80,3,10,6,3,3,3,1,0
40,No,Non-Travel,897.0,Sales,3.0,3,Life Sciences,1,137,1,Male,67,3,1,Manager,2,Single,5096,8778,6.0,Y,Yes,11,3,3,80,3,6,2,3,4,4,2,4
45,No,Travel_Rarely,1492.0,Sales,2.0,4,Medical,1,138,3,Female,44,3,3,Laboratory Technician,3,Married,10652,8576,3.0,Y,No,20,3,2,80,3,16,0,3,7,2,6,0
55,No,Travel_Frequently,1086.0,Research & Development,1.0,3,Marketing,1,139,3,Female,37,2,5,Human Resources,3,Single,16426,6791,7.0,Y,No,20,3,1,80,1,7,6,2,1,1,0,1
60,No,Travel_Rarely,1397.0,Research & Development,4.0,4,Technical Degree,1,140,4,Female,97,2,5,Manufacturing Director,1,Single,19999,23251,6.0,Y,No,18,3,2,80,1,2,3,4,0,0,0,0
41,No,Travel_Rarely,309.0,Research & Development,2.0,2,Medical,1,141,4,Male,51,3,3,Sales Representative,3,Single,9120,11337,3.0,Y,Yes,23,3,1,80,0,5,2,2,2,2,1,2
28,No,Non-Travel,1080.0,Research & Development,1.0,3,Life Sciences,1,142,4,Male,30,3,2,Research Scientist,4,Married,9135,5840,2.0,Y,No,11,3,3,80,3,10,5,3,10,6,2,3
18,No,Travel_Rarely,1119.0,Research & Development,3.0,4,Life Sciences,1,143,4,Male,57,3,1,Laboratory Technician,3,Married,5643,26708,0.0,Y,No,18,3,4,80,1,0,5,4,0,0,0,0
39,Yes,Travel_Rarely,727.0,Research & Development,29.0,2,Life Sciences,1,144,2,Male,86,3,1,Sales Executive,1,Married,1857,2925,2.0,Y,Yes,15,3,3,80,0,19,3,3,5,1,5,5
30,Yes,Travel_Frequently,1143.0,Research & Development,8.0,2,Life Sciences,1,145,2,Female,36,4,1,Sales Executive,3,Single,3204,5786,1.0,Y,Yes,16,3,3,80,0,12,3,2,7,5,3,4
33,No,Travel_Frequently,220.0,Human Resources,2.0,5,Technical Degree,1,146,2,Male,78,3,3,Healthcare Representative,4,Single,9907,23349,0.0,Y,No,11,4,3,80,2,2,3,2,1,1,1,1
31,No,Travel_Frequently,961.0,Research & Development,18.0,3,Medical,1,147,3,Male,59,3,2,Sales Executive,1,Married,8916,13331,4.0,Y,No,16,3,1,80,0,13,6,1,7,4,7,7
36,No,Travel_Rarely,1248.0,Sales,3.0,2,Life Sciences,1,148,2,Female,93,3,2,Laboratory Technician,1,Single,7239,11430,3.0,Y,No,16,3,3,80,1,18,3,2,15,4,3,0
47,Yes,Travel_Rarely,651.0,Research & Development,1.0,3,Life Sciences,1,149,1,Male,61,2,3,Manufacturing Director,3,Married,10945,9694,2.0,Y,Yes,13,3,3,80,1,1,4,2,0,0,0,0
38,No,Travel_Rarely,366.0,Research & Development,2.0,3,Life Sciences,1,150,4,Male,66,2,2,Sales Executive,2,Divorced,5276,16756,4.0,Y,Yes,15,3,2,80,0,4,2,2,3,3,3,2
36,No,Travel_Rarely,116.0,Sales,4.0,3,Technical Degree,1,151,2,Male,61,3,2,Laboratory Technician,4,Married,12086,11030,4.0,Y,No,11,3,3,80,2,2,3,3,0,0,0,0
28,No,Travel_Rarely,483.0,Research & Development,1.0,4,Life Sciences,1,152,2,Female,77,3,1,Manufacturing Director,4,Divorced,4828,4181,5.0,Y,No,14,3,2,80,2,10,6,2,10,0,7,2
22,Yes,Travel_Rarely,1249.0,Research & Development,13.0,5,Life Sciences,1,153,2,Female,34,1,2,Sales Representative,1,Single,8798,26098,4.0,Y,Yes,18,3,1,80,0,4,0,3,4,4,0,2
33,No,Non-Travel,1276.0,Human Resources,25.0,3,Life Sciences,1,154,1,Male,33,3,1,Research Scientist,4,Single,3726,24691,1.0,Y,No,19,4,3,80,0,1,2,3,1,1,1,1
37,No,Travel_Frequently,963.0,Research & Development,1.0,3,Marketing,1,155,1,Female,70,3,2,Human Resources,3,Married,6725,6481,3.0,Y,Yes,18,3,2,80,1,7,4,1,5,0,3,2
53,No,Travel_Rarely,461.0,Research & Development,1.0,3,Medical,1,156,2,Female,57,2,3,Manager,3,Married,14542,14657,2.0,Y,No,18,3,4,80,0,6,3,3,3,3,3,2
38,Yes,Travel_Frequently,465.0,Research & Development,29.0,4,Medical,1,157,2,Female,41,3,1,Manufacturing Director,2,Divorced,1249,13390,4.0,Y,No,19,3,1,80,0,5,3,3,2,2,1,0
46,No,Travel_Rarely,1281.0,Research & Development,21.0,2,Life Sciences,1,158,4,Male,83,2,3,Research Scientist,3,Single,11601,4324,3.0,Y,Yes,13,3,4,80,2,16,6,3,6,1,6,1
33,No,Travel_Frequently,917.0,Research & Development,8.0,1,Life Sciences,1,159,3,Male,82,3,1,Healthcare Representative,4,Married,2519,12024,4.0,Y,No,16,3,3,80,0,1,2,3,1,1,1,0
26,No,Travel_Rarely,1199.0,Research & Development,1.0,5,Technical Degree,1,160,4,Female,37,3,1,Manager,1,Married,3970,17879,4.0,Y,No,19,3,1,80,1,8,3,3,3,3,2,3
28,No,Non-Travel,619.0,Sales,9.0,4,Life Sciences,1,161,4,Male,42,3,3,Research Scientist,2,Single,9951,4686,3.0,Y,No,11,3,1,80,0,1,3,3,1,1,1,1
30,No,Travel_Rarely,1271.0,Sales,9.0,2,Life Sciences,1,162,4,Female,84,3,2,Human Resources,4,Single,6125,11198,2.0,Y,No,11,3,4,80,0,12,2,3,6,0,0,2
56,Yes,Travel_Rarely,759.0,Research & Development,2.0,3,Medical,1,163,4,Female,63,3,4,Sales Representative,2,Divorced,14363,8355,2.0,Y,No,11,3,3,80,0,3,2,3,2,1,1,2
30,No,Travel_Rarely,1043.0,Research & Development,15.0,3,Life Sciences,1,164,3,Male,51,2,2,Laboratory Technician,1,Single,3277,10895,4.0,Y,No,11,3,4,80,0,6,3,3,2,2,1,2
45,No,Travel_Rarely,1291.0,Sales,5.0,3,Life Sciences,1,165,1,Female,67,3,3,Healthcare Representative,1,Divorced,10532,17782,3.0,Y,Yes,11,3,4,80,1,11,3,3,4,0,2,4
29,No,Travel_Rarely,593.0,Sales,9.0,2,Marketing,1,166,1,Female,54,3,2,Laboratory Technician,4,Married,7737,12260,3.0,Y,No,13,3,2,80,1,11,3,3,2,2,2,2
45,No,Travel_Frequently,1202.0,Research & Development,5.0,2,Medical,1,167,1,Female,36,2,3,Healthcare Representative,4,Married,8653,21219,1.0,Y,No,20,3,3,80,1,11,3,3,3,2,3,1
40,Yes,Non-Travel,1014.0,Research & Development,13.0,3,Life Sciences,1,168,4,Male,75,3,2,Manager,1,Married,10623,14748,3.0,Y,Yes,13,3,3,80,2,22,3,3,22,2,2,0
36,No,Travel_Rarely,796.0,Sales,6.0,3,Life Sciences,1,169,3,Female,78,2,1,Sales Executive,2,Divorced,3629,19326,3.0,Y,No,11,3,4,80,0,14,2,3,3,1,1,1
37,No,Travel_Frequently,1260.0,Sales,2.0,3,Medical,1,170,1,Male,35,3,2,Sales Executive,3,Single,7472,17518,3.0,Y,No,16,3,3,80,1,11,2,2,2,2,1,2
31,No,Travel_Rarely,716.0,Sales,12.0,2,Life Sciences,1,171,1,Female,47,3,1,Research Scientist,3,Single,3634,22441,1.0,Y,No,14,3,4,80,1,13,3,2,5,2,2,4
41,No,Travel_Frequently,1148.0,Research & Development,13.0,4,Life Sciences,1,172,4,Female,73,3,1,Sales Representative,1,Married,4553,5740,1.0,Y,No,12,4,3,80,1,13,3,3,8,0,1,0
33,No,Travel_Rarely,208.0,Research & Development,2.0,3,Medical,1,173,3,Female,83,4,2,Research Scientist,3,Married,10254,26773,4.0,Y,Yes,13,3,4,80,3,12,4,3,6,0,1,6
26,No,Non-Travel,1306.0,Research & Development,5.0,4,Medical,1,174,1,Male,93,3,1,Sales Representative,3,Single,9151,20881,2.0,Y,No,19,3,1,80,1,8,2,3,8,8,0,2
25,No,Travel_Rarely,1449.0,Research & Development,29.0,1,Other,1,175,4,Male,72,4,1,Laboratory Technician,1,Single,6042,7026,1.0,Y,No,11,3,3,80,3,7,4,4,7,0,2,1
39,No,Travel_Rarely,1475.0,Sales,9.0,3,Life Sciences,1,176,4,Male,36,3,3,Research Scientist,2,Married,13058,2770,6.0,Y,No,11,3,1,80,0,2,5,3,2,2,2,2
51,No,Non-Travel,1281.0,Research & Development,19.0,4,Life Sciences,1,177,3,Male,54,3,3,Sales Representative,4,Single,14189,2731,3.0,Y,No,17,3,4,80,0,5,2,3,2,2,2,2
38,No,Travel_Rarely,1066.0,Research & Development,29.0,3,Medical,1,178,3,Male,47,3,3,Laboratory Technician,4,Single,11547,19506,3.0,Y,No,13,4,2,80,0,5,3,3,1,0,1,1
36,No,Non-Travel,1137.0,Sales,7.0,2,Medical,1,179,3,Male,99,4,1,Research Scientist,2,Divorced,7526,12627,1.0,Y,Yes,21,3,4,80,2,9,5,2,8,1,2,3
40,No,Travel_Rarely,1398.0,Human Resources,4.0,2,Life Sciences,1,180,2,Male,30,3,2,Sales Executive,4,Single,9326,6659,3.0,Y,No,14,3,1,80,0,0,2,3,0,0,0,0
49,No,Travel_Frequently,1122.0,Sales,18.0,2,Medical,1,181,4,Female,56,4,2,Sales Executive,3,Divorced,8159,10008,3.0,Y,Yes,15,3,2,80,0,12,3,2,9,0,0,4
39,No,Travel_Frequently,481.0,Sales,4.0,3,Life Sciences,1,182,4,Female,66,3,3,Sales Executive,4,Divorced,11730,13222,,Y,No,18,4,2,80,3,7,3,3,2,2,0,1
33,No,Travel_Rarely,325.0,Research & Development,1.0,3,Technical Degree,1,183,3,Male,50,4,1,Research Scientist,4,Single,1421,3122,2.0,Y,No,11,3,4,80,1,15,2,1,6,3,0,1
47,No,Travel_Rarely,1461.0,Research & Development,6.0,2,Marketing,1,184,3,Female,81,3,4,Manufacturing Director,3,Married,14825,16079,5.0,Y,No,16,3,2,80,0,8,5,3,1,1,1,1
41,No,Travel_Rarely,296.0,Research & Development,19.0,3,Medical,1,185,4,Female,39,2,4,Research Scientist,3,Married,11521,2997,2.0,Y,Yes,14,4,4,80,0,1,2,3,1,1,0,1
51,No,Non-Travel,1373.0,Human Resources,1.0,1,Other,1,186,1,Male,94,2,2,Sales Executive,1,Married,4974,18216,2.0,Y,No,19,3,4,80,1,18,0,2,15,5,2,0
39,No,Travel_Rarely,1409.0,Sales,14.0,3,Other,1,187,1,Male,58,3,1,Research Scientist,3,Single,5047,3613,2.0,Y,Yes,13,3,4,80,2,7,2,3,7,2,2,2
26,Yes,Travel_Rarely,159.0,Research & Development,1.0,3,Life Sciences,1,188,4,Female,55,1,2,Research Scientist,3,Single,5894,21794,4.0,Y,Yes,16,3,3,80,1,3,5,3,1,1,1,1
25,No,Travel_Rarely,1229.0,Research & Development,15.0,2,Life Sciences,1,189,2,Female,94,2,1,Human Resources,3,Single,4687,8396,4.0,Y,No,14,3,3,80,0,3,2,3,1,1,1,1
52,No,Travel_Rarely,926.0,Research & Development,3.0,2,Medical,1,190,3,Female,40,3,3,Research Scientist,1,Married,11349,14949,2.0,Y,Yes,16,4,3,80,1,13,3,4,8,2,3,1
53,No,Non-Travel,646.0,Research & Development,14.0,2,Life Sciences,1,191,3,Female,62,3,3,Sales Executive,4,Divorced,11429,11703,3.0,Y,No,14,3,1,80,0,11,2,2,2,2,1,0
35,Yes,Travel_Frequently,804.0,Sales,2.0,1,Life Sciences,1,192,2,Female,32,2,1,Laboratory Technician,4,Married,3072,24013,2.0,Y,No,16,3,3,80,2,17,3,2,17,3,1,0
34,No,Travel_Rarely,700.0,Research & Development,5.0,3,Life Sciences,1,193,2,Male,65,3,3,Sales Representative,2,Married,12717,21877,7.0,Y,Yes,21,3,4,80,1,6,3,3,3,1,3,2
50,No,Travel_Rarely,1241.0,Sales,4.0,1,Other,1,194,4,Female,52,3,3,Healthcare Representative,3,Divorced,10939,25879,2.0,Y,No,14,3,1,80,1,23,2,2,19,3,2,1
27,No,Travel_Rarely,676.0,Research & Development,14.0,2,Medical,1,195,1,Male,81,3,2,Manager,4,Married,8693,19911,1.0,Y,No,16,3,1,80,0,3,2,3,2,1,2,2
29,No,Travel_Rarely,278.0,Research & Development,6.0,5,Marketing,1,196,1,Female,65,3,2,Research Director,3,Single,5746,26402,3.0,Y,No,23,3,3,80,0,11,2,2,10,0,7,7
43,No,Travel_Rarely,656.0,Research & Development,7.0,4,Life Sciences,1,197,3,Male,73,3,3,Manufacturing Director,4,Divorced,10779,7704,6.0,Y,No,16,3,4,80,1,6,2,3,1,1,0,1
33,No,Travel_Rarely,839.0,Human Resources,4.0,2,Life Sciences,1,198,1,Male,93,4,1,Human Resources,3,Married,6675,10052,3.0,Y,No,11,4,2,80,1,9,2,3,7,0,7,2
37,No,Travel_Rarely,731.0,Research & Development,14.0,3,Technical Degree,1,199,3,Female,96,4,2,Sales Executive,2,Single,9646,22255,6.0,Y,No,13,3,4,80,0,15,3,3,15,1,0,1
36,No,Non-Travel,802.0,Research & Development,1.0,3,Life Sciences,1,200,4,Male,45,3,3,Manager,3,Married,9664,2895,2.0,Y,No,11,3,2,80,1,6,2,2,4,4,1,4
40,No,Travel_Frequently,1480.0,Research & Development,,4,Life Sciences,1,201,4,Female,65,1,3,Manager,3,Divorced,10117,6550,3.0,Y,No,18,3,3,80,0,4,2,3,2,2,0,1
50,No,Travel_Rarely,654.0,Sales,5.0,4,Life Sciences,1,202,3,Male,84,3,3,Sales Representative,2,Single,9320,19920,5.0,Y,No,15,3,4,80,1,5,3,3,4,0,4,0
38,Yes,Travel_Frequently,1244.0,Sales,2.0,2,Medical,1,203,3,Female,38,4,2,Laboratory Technician,4,Married,6718,12053,1.0,Y,No,19,3,3,80,1,2,6,3,2,2,0,2
43,No,Travel_Rarely,1488.0,Sales,10.0,2,Life Sciences,1,204,4,Female,63,4,3,Healthcare Representative,3,Single,8581,8367,0.0,Y,No,17,3,3,80,0,25,3,4,9,1,0,1
19,Yes,Travel_Frequently,1262.0,Research & Development,4.0,3,Life Sciences,1,205,4,Male,69,4,1,Sales Executive,2,Single,4451,9651,4.0,Y,Yes,17,3,4,80,1,1,6,3,0,0,0,0
37,No,Travel_Rarely,855.0,Sales,6.0,4,Life Sciences,1,206,4,Female,90,4,1,Manufacturing Director,3,Single,5839,21213,4.0,Y,No,11,3,2,80,0,6,3,3,1,0,1,1
29,No,Travel_Rarely,1484.0,Research & Development,2.0,4,Life Sciences,1,207,2,Male,36,3,1,Research Scientist,2,Married,3286,14052,7.0,Y,No,17,4,1,80,1,3,4,3,1,1,1,1
26,No,Non-Travel,679.0,Sales,5.0,1,Life Sciences,1,208,1,Female,90,2,1,Laboratory Technician,3,Divorced,4536,2218,3.0,Y,No,20,3,4,80,3,8,2,3,4,3,2,1
29,No,Travel_Rarely,492.0,Research & Development,15.0,3,Medical,1,209,1,Female,46,1,2,Manufacturing Director,3,Single,7503,14959,4.0,Y,Yes,11,3,3,80,2,2,3,4,1,1,1,1
34,No,Travel_Frequently,1298.0,Research & Development,2.0,2,Life Sciences,1,210,2,Female,90,2,2,Research Scientist,2,Single,9799,21449,2.0,Y,No,14,3,4,80,0,12,2,3,1,1,1,0
45,No,Travel_Rarely,1385.0,Human Resources,2.0,3,Life Sciences,1,211,1,Male,75,2,2,Sales Executive,4,Single,6799,6238,4.0,Y,No,16,3,4,80,1,7,3,2,7,7,1,0
25,Yes,Travel_Rarely,296.0,Human Resources,7.0,4,Medical,1,212,4,Male,58,2,1,Research Scientist,4,Single,3664,3840,4.0,Y,Yes,15,3,3,80,1,7,5,2,1,1,1,1
37,No,Travel_Rarely,548.0,Research & Development,6.0,3,Medical,1,213,1,Female,39,3,2,Manufacturing Director,3,Married,6377,17727,3.0,Y,No,20,3,3,80,1,13,3,3,6,6,3,1
33,No,Travel_Rarely,503.0,Research & Development,6.0,1,Life Sciences,1,214,2,Male,54,3,2,Manufacturing Director,4,Married,5852,23994,2.0,Y,Yes,18,3,3,80,0,5,1,4,1,0,1,0
34,No,Travel_Rarely,1247.0,Sales,6.0,3,Life Sciences,1,215,4,Male,81,1,1,Healthcare Representative,4,Married,5652,3856,1.0,Y,No,16,4,1,80,1,6,3,2,0,0,0,0
46,Yes,Travel_Frequently,491.0,Human Resources,7.0,3,Life Sciences,1,216,4,Male,44,3,3,Sales Executive,1,Married,10856,18314,0.0,Y,Yes,18,4,3,80,0,3,3,4,2,2,2,0
42,No,Travel_Rarely,1028.0,Sales,7.0,4,Other,1,217,2,Male,76,4,2,Manager,1,Married,7998,21489,0.0,Y,No,18,3,4,80,2,11,0,2,6,5,1,4
49,No,Travel_Frequently,1406.0,Research & Development,13.0,3,Life Sciences,1,218,2,Female,45,2,4,Manufacturing Director,1,Single,16594,6121,2.0,Y,No,15,3,4,80,2,12,2,3,2,0,0,1
36,No,Travel_Rarely,1373.0,Research & Development,20.0,4,Life Sciences,1,219,4,Male,35,1,2,Sales Executive,3,Single,10297,8578,4.0,Y,No,14,3,4,80,0,18,3,4,1,1,1,1
31,No,Travel_Rarely,1331.0,Sales,5.0,2,Medical,1,220,4,Male,73,3,1,Research Scientist,2,Divorced,1736,14741,8.0,Y,Yes,19,3,4,80,1,4,2,4,4,2,1,2
35,No,Travel_Rarely,841.0,Sales,1.0,2,Life Sciences,1,221,3,Female,86,4,1,Laboratory Technician,3,Married,5866,17306,1.0,Y,No,12,3,1,80,0,13,1,3,7,3,4,2
39,No,Travel_Rarely,949.0,Sales,1.0,2,Life Sciences,1,222,3,Male,97,3,3,Research Scientist,3,Divorced,11506,14676,1.0,Y,Yes,15,3,3,80,0,5,5,4,3,1,3,3
39,No,Travel_Rarely,1115.0,Sales,15.0,1,Life Sciences,1,223,3,Female,65,1,1,Sales Executive,1,Divorced,3869,6669,3.0,Y,Yes,11,3,2,80,0,21,6,3,21,0,4,5
27,No,Travel_Rarely,548.0,Research & Development,9.0,2,Medical,1,224,4,Male,72,3,1,Sales Executive,3,Married,5289,23986,4.0,Y,No,18,3,3,80,1,7,2,3,5,0,1,1
38,No,Travel_Rarely,802.0,Research & Development,7.0,3,Medical,1,225,1,Female,77,3,3,Sales Executive,1,Divorced,7992,12576,5.0,Y,No,19,3,4,80,0,8,6,3,4,2,4,4
39,No,Travel_Rarely,755.0,Sales,1.0,2,Medical,1,226,3,Female,58,3,2,Sales Executive,3,Married,10532,15351,3.0,Y,No,12,3,4,80,1,17,5,3,2,0,2,0
60,No,Travel_Rarely,1220.0,Research & Development,17.0,1,Marketing,1,227,4,Female,32,3,4,Research Scientist,2,Single,15226,15436,4.0,Y,No,14,3,4,80,2,4,3,1,3,1,3,3
54,No,Travel_Rarely,899.0,Sales,15.0,2,Life Sciences,1,228,4,Male,46,3,4,Manager,1,Single,12742,15803,4.0,Y,No,13,3,2,80,0,9,3,2,3,3,3,1
29,Yes,Travel_Rarely,724.0,Sales,16.0,1,Technical Degree,1,229,1,Male,56,2,1,Laboratory Technician,1,Single,3646,9315,6.0,Y,Yes,19,3,3,80,1,10,6,2,10,5,4,1
34,No,Travel_Rarely,856.0,Sales,1.0,4,Marketing,1,230,4,Female,75,4,2,Laboratory Technician,4,Single,4834,10038,3.0,Y,No,20,4,2,80,3,5,3,2,1,1,0,1
24,No,Non-Travel,342.0,Research & Development,13.0,4,Marketing,1,231,3,Male,51,2,2,Manufacturing Director,2,Married,7334,5551,3.0,Y,No,13,4,3,80,1,6,2,2,6,6,6,2
32,No,Travel_Rarely,459.0,Sales,8.0,1,Medical,1,232,2,Male,44,4,2,Laboratory Technician,3,Married,7031,20237,0.0,Y,No,11,3,2,80,0,9,2,2,5,1,1,5
40,No,Travel_Rarely,1220.0,Research & Development,4.0,4,Life Sciences,1,233,2,Male,93,3,3,Sales Executive,4,Divorced,8714,9905,6.0,Y,No,19,3,4,80,0,13,2,3,7,4,3,3
48,No,Travel_Rarely,284.0,Research & Development,5.0,4,Life Sciences,1,234,2,Female,36,2,2,Research Scientist,3,Married,9298,3346,3.0,Y,No,15,3,3,80,1,12,2,2,9,3,2,2
30,No,Non-Travel,1055.0,Research & Development,,5,Medical,1,235,4,Female,85,3,3,Research Scientist,1,Single,13398,3253,2.0,Y,No,15,3,3,80,0,9,0,3,7,2,1,7
31,Yes,Travel_Rarely,1369.0,Research & Development,10.0,3,Life Sciences,1,236,1,Female,36,1,1,Laboratory Technician,3,Married,4650,26200,1.0,Y,Yes,18,3,4,80,1,6,3,2,3,3,3,3
18,Yes,Travel_Rarely,1057.0,Sales,20.0,2,Medical,1,237,4,Female,52,3,1,Laboratory Technician,1,Married,4149,12750,4.0,Y,No,14,3,2,80,0,0,2,2,0,0,0,0
36,No,Travel_Rarely,997.0,Sales,21.0,3,Life Sciences,1,238,3,Male,89,3,2,Research Scientist,4,Single,8682,17192,0.0,Y,No,13,3,3,80,2,18,2,3,18,4,1,0
27,Yes,Non-Travel,1104.0,Research & Development,1.0,4,Life Sciences,1,239,4,Male,88,4,2,Laboratory Technician,4,Single,7864,15393,4.0,Y,No,14,3,4,80,0,7,5,4,1,1,1,0
32,No,Travel_Rarely,304.0,Sales,8.0,4,Other,1,240,4,Male,56,4,2,Human Resources,3,Married,5952,23155,4.0,Y,No,17,3,4,80,0,5,2,3,1,1,0,1
29,Yes,Travel_Rarely,293.0,Research & Development,4.0,3,Medical,1,241,4,Female,31,3,1,Research Scientist,2,Single,3525,24207,2.0,Y,Yes,18,3,1,80,1,10,3,3,6,2,0,1
36,No,Travel_Rarely,1484.0,Sales,5.0,2,Medical,1,242,4,Male,95,3,2,Laboratory Technician,4,Divorced,7366,21546,4.0,Y,No,21,3,3,80,0,9,3,4,6,2,2,2
21,Yes,Travel_Frequently,698.0,Sales,1.0,4,Life Sciences,1,243,3,Female,92,4,1,Laboratory Technician,3,Married,5146,26551,2.0,Y,Yes,16,3,3,80,1,2,6,3,1,1,1,0
24,No,Travel_Frequently,676.0,Research & Development,24.0,4,Medical,1,244,2,Female,64,3,1,Healthcare Representative,1,Married,4716,7527,1.0,Y,No,14,3,2,80,3,6,2,1,6,3,5,1
56,No,Travel_Rarely,323.0,Research & Development,1.0,3,Technical Degree,1,245,2,Male,31,2,3,Healthcare Representative,4,Single,11478,13285,4.0,Y,No,18,3,1,80,1,11,2,2,8,8,2,5
25,Yes,Travel_Rarely,1125.0,Research & Development,3.0,3,Medical,1,246,3,Male,78,3,1,Healthcare Representative,2,Divorced,1955,9293,4.0,Y,Yes,12,3,3,80,0,7,3,3,7,3,2,1
27,No,Travel_Rarely,149.0,Research & Development,2.0,3,Medical,1,247,2,Male,84,3,1,Sales Executive,4,Married,5897,22837,2.0,Y,No,20,3,2,80,2,9,3,3,1,1,1,1
54,No,Travel_Rarely,348.0,Sales,2.0,3,Medical,1,248,3,Female,87,3,3,Laboratory Technician,4,Single,11106,9017,2.0,Y,No,16,3,3,80,0,8,4,3,1,0,1,1
60,No,Travel_Rarely,415.0,Research & Development,13.0,3,Life Sciences,1,249,1,Female,81,3,5,Manager,2,Married,19999,21876,3.0,Y,No,14,4,2,80,0,12,2,2,6,6,1,4
26,No,Travel_Frequently,1405.0,Research & Development,5.0,4,Medical,1,250,4,Female,91,3,1,Research Scientist,2,Married,4002,7710,3.0,Y,Yes,12,3,1,80,0,7,2,4,1,1,1,1
34,No,Travel_Rarely,1429.0,Research & Development,18.0,5,Other,1,251,1,Male,65,3,3,Human Resources,3,Married,11682,19352,0.0,Y,Yes,17,3,4,80,1,2,0,3,2,0,2,0
40,No,Travel_Rarely,212.0,Sales,3.0,3,Medical,1,252,2,Male,41,3,1,Research Scientist,4,Single,9792,2490,3.0,Y,No,14,3,1,80,0,16,3,4,13,10,2,6
53,No,Travel_Rarely,296.0,Research & Development,1.0,3,Life Sciences,1,253,3,Male,78,3,3,Laboratory Technician,1,Married,11449,21736,2.0,Y,Yes,15,3,2,80,0,11,2,3,0,0,0,0
28,No,Travel_Rarely,1437.0,Sales,2.0,3,Medical,1,254,3,Male,45,3,1,Laboratory Technician,2,Single,4578,22689,1.0,Y,No,11,4,2,80,0,10,2,2,10,0,0,1
35,No,Travel_Rarely,988.0,Sales,7.0,2,Medical,1,255,4,Male,74,3,1,Laboratory Technician,3,Single,2923,16119,3.0,Y,No,13,3,2,80,0,8,3,3,2,2,2,2
44,No,Travel_Frequently,1117.0,Research & Development,4.0,2,Human Resources,1,256,3,Male,40,2,2,Manager,1,Single,10650,15489,1.0,Y,No,13,3,3,80,1,26,2,2,4,1,1,3
41,No,Travel_Rarely,894.0,Research & Development,10.0,1,Medical,1,257,4,Female,32,3,3,Sales Executive,1,Divorced,9013,13532,2.0,Y,Yes,17,3,4,80,1,10,1,2,10,3,1,1
34,No,Travel_Rarely,419.0,Research & Development,2.0,3,Life Sciences,1,258,2,Male,61,3,2,Laboratory Technician,4,Single,8668,16817,2.0,Y,No,14,3,3,80,1,9,2,4,8,4,0,8
36,No,Travel_Rarely,1122.0,Research & Development,2.0,2,Life Sciences,1,259,1,Male,71,3,1,Manufacturing Director,3,Married,3847,16177,1.0,Y,No,11,3,1,80,0,18,4,3,18,1,2,3
25,No,Travel_Rarely,354.0,Sales,3.0,3,Medical,1,260,4,Female,40,3,1,Manager,3,Married,4359,14339,2.0,Y,No,14,3,1,80,2,7,3,2,7,6,4,5
35,No,Travel_Rarely,142.0,Sales,3.0,4,Life Sciences,1,261,1,Male,84,3,1,Manufacturing Director,2,Divorced,2136,15060,0.0,Y,No,11,4,4,80,0,17,3,3,3,3,0,3
35,No,Travel_Rarely,1271.0,Research & Development,5.0,2,Medical,1,262,4,Female,75,3,1,Research Director,3,Married,7117,5191,2.0,Y,No,11,3,2,80,0,4,3,3,2,2,0,1
39,No,Travel_Rarely,632.0,Research & Development,1.0,3,Marketing,1,263,4,Female,86,3,2,Sales Representative,3,Divorced,7399,13697,3.0,Y,Yes,19,3,2,80,0,17,6,2,2,2,2,2
32,No,Travel_Frequently,157.0,Research & Development,10.0,4,Medical,1,264,2,Female,55,3,2,Research Scientist,3,Single,5712,12955,3.0,Y,No,11,3,1,80,3,7,0,2,7,3,0,1
41,No,Travel_Rarely,708.0,Research & Development,5.0,3,Life Sciences,1,265,4,Female,76,3,1,Manager,4,Single,6954,24391,1.0,Y,No,16,3,4,80,1,9,2,3,3,3,1,3
